elapsed_s,phase,cpu_millicores
0.1,rampup,1.0
5.2,rampup,0.0
10.3,rampup,0.0
15.5,rampup,0.0
20.6,rampup,2401.0
25.7,rampup,2401.0
30.8,rampup,2401.0
36.0,rampup,4000.0
41.1,sustained,4000.0
46.2,sustained,4000.0
51.3,sustained,4000.0
56.4,sustained,4000.0
61.5,sustained,4000.0
66.6,sustained,4000.0
71.7,sustained,4000.0
76.9,sustained,4000.0
82.0,sustained,4001.0
87.1,sustained,4001.0
92.2,sustained,4001.0
97.3,sustained,4000.0
102.4,sustained,4000.0
107.6,sustained,4000.0
112.7,sustained,4001.0
117.8,sustained,4001.0
122.9,sustained,4001.0
128.0,sustained,4000.0
133.1,sustained,4000.0
138.3,sustained,4001.0
143.4,sustained,4001.0
148.5,sustained,4001.0
153.6,sustained,4000.0
158.7,sustained,4000.0
163.9,sustained,4000.0
169.0,sustained,4000.0
174.1,burst,4000.0
179.2,burst,4000.0
184.3,burst,4000.0
189.4,burst,4000.0
194.6,burst,4000.0
199.7,burst,4001.0
204.8,burst,4001.0
209.9,burst,4001.0
215.0,burst,4000.0
220.1,burst,4000.0
225.2,burst,4000.0
230.4,burst,4000.0
235.5,burst,4000.0
240.6,burst,4000.0
245.7,burst,4000.0
250.9,burst,4000.0
256.0,burst,4000.0
261.1,burst,864.0
266.2,burst,864.0
