elapsed_s,phase,cpu_millicores
0.1,rampup,1.0
5.3,rampup,1.0
10.4,rampup,1.0
15.6,rampup,1.0
20.7,rampup,1.0
25.8,rampup,3017.0
31.0,rampup,3017.0
36.1,sustained,3017.0
41.3,sustained,3700.0
46.4,sustained,3700.0
51.6,sustained,3700.0
56.7,sustained,3673.0
61.9,sustained,3673.0
67.0,sustained,3673.0
72.2,sustained,3673.0
77.3,sustained,3673.0
82.4,sustained,3679.0
87.6,sustained,3679.0
92.7,sustained,3679.0
97.8,sustained,3675.0
102.9,sustained,3675.0
108.1,sustained,3675.0
113.2,sustained,3674.0
118.4,sustained,3674.0
123.5,sustained,3674.0
128.6,sustained,3682.0
133.8,sustained,3682.0
138.9,sustained,3682.0
144.1,sustained,3701.0
149.2,sustained,3701.0
154.4,sustained,3701.0
159.5,sustained,3693.0
164.6,sustained,3693.0
169.8,sustained,3693.0
174.9,burst,3727.0
180.0,burst,3727.0
185.2,burst,3727.0
190.3,burst,3709.0
195.5,burst,3709.0
200.6,burst,3709.0
205.8,burst,3704.0
210.9,burst,3704.0
216.0,burst,3704.0
221.2,burst,3715.0
226.3,burst,3715.0
231.5,burst,3715.0
236.6,burst,3703.0
241.7,burst,3703.0
246.9,burst,3703.0
252.0,burst,3703.0
257.1,burst,3703.0
262.2,burst,1187.0
267.3,burst,1187.0
