elapsed_s,phase,cpu_millicores
0.2,rampup,1.0
5.3,rampup,1.0
10.4,rampup,1.0
15.6,rampup,1.0
20.7,rampup,1.0
25.9,rampup,1.0
31.0,rampup,1.0
36.2,sustained,6.0
41.3,sustained,6.0
46.5,sustained,6.0
51.6,sustained,13.0
56.8,sustained,13.0
61.9,sustained,13.0
67.1,sustained,15.0
72.2,sustained,15.0
77.4,sustained,15.0
82.5,sustained,16.0
87.6,sustained,16.0
92.8,sustained,16.0
97.9,sustained,14.0
103.1,sustained,14.0
108.2,sustained,14.0
113.3,sustained,13.0
118.4,sustained,13.0
123.6,sustained,13.0
128.7,sustained,13.0
133.8,sustained,13.0
138.9,sustained,13.0
144.0,sustained,13.0
149.1,sustained,13.0
154.2,sustained,12.0
159.3,sustained,12.0
164.4,sustained,12.0
169.5,sustained,13.0
174.6,burst,13.0
179.7,burst,13.0
184.8,burst,15.0
189.9,burst,15.0
195.0,burst,15.0
200.1,burst,23.0
205.2,burst,23.0
210.3,burst,23.0
215.4,burst,22.0
220.5,burst,22.0
225.6,burst,22.0
230.7,burst,22.0
235.8,burst,22.0
240.9,burst,22.0
246.0,burst,22.0
251.1,burst,22.0
256.2,burst,22.0
261.3,burst,22.0
266.4,burst,22.0
