elapsed_s,phase,cpu_millicores
0.1,rampup,1.0
5.2,rampup,1.0
10.4,rampup,254.0
15.5,rampup,254.0
20.6,rampup,254.0
25.8,rampup,2685.0
30.9,rampup,2685.0
36.1,sustained,2685.0
41.2,sustained,2694.0
46.4,sustained,2694.0
51.5,sustained,2694.0
56.6,sustained,2844.0
61.8,sustained,2844.0
66.9,sustained,2844.0
72.1,sustained,2843.0
77.2,sustained,2843.0
82.4,sustained,2843.0
87.5,sustained,2799.0
92.7,sustained,2799.0
97.9,sustained,2799.0
103.1,sustained,3472.0
108.2,sustained,3472.0
113.4,sustained,3472.0
118.6,sustained,4346.0
123.7,sustained,4346.0
128.9,sustained,4326.0
134.1,sustained,4326.0
139.2,sustained,4326.0
144.4,sustained,4331.0
149.5,sustained,4331.0
154.7,sustained,4331.0
159.9,sustained,4333.0
165.0,sustained,4333.0
170.2,sustained,4333.0
175.4,burst,4335.0
180.5,burst,4335.0
185.7,burst,4335.0
190.8,burst,4301.0
196.0,burst,4301.0
201.2,burst,4301.0
206.3,burst,4323.0
211.5,burst,4323.0
216.7,burst,4323.0
221.8,burst,4300.0
227.0,burst,4300.0
232.1,burst,4300.0
237.3,burst,4212.0
242.4,burst,4212.0
247.5,burst,4212.0
252.7,burst,2889.0
257.8,burst,2889.0
262.9,burst,2889.0
268.0,burst,1.0
