elapsed_s,phase,cpu_millicores
0.1,rampup,0.0
5.2,rampup,0.0
10.3,rampup,0.0
15.4,rampup,0.0
20.5,rampup,0.0
25.6,rampup,0.0
30.7,rampup,0.0
35.8,rampup,0.0
40.9,rampup,0.0
46.0,rampup,0.0
51.1,rampup,0.0
56.2,rampup,0.0
61.3,rampup,0.0
66.4,rampup,0.0
71.5,rampup,0.0
76.6,rampup,0.0
81.8,rampup,0.0
86.9,rampup,0.0
92.0,rampup,0.0
97.1,rampup,0.0
102.2,rampup,0.0
107.3,rampup,0.0
112.4,rampup,0.0
117.5,rampup,0.0
122.6,rampup,0.0
127.7,rampup,0.0
132.8,rampup,0.0
137.9,rampup,0.0
143.0,rampup,0.0
148.1,rampup,0.0
153.2,rampup,0.0
158.4,rampup,0.0
163.5,rampup,0.0
168.6,rampup,0.0
173.7,rampup,0.0
178.8,rampup,0.0
183.9,rampup,0.0
189.0,rampup,0.0
194.1,rampup,0.0
199.2,rampup,0.0
204.3,rampup,0.0
209.4,rampup,0.0
214.5,rampup,0.0
219.6,rampup,0.0
224.7,rampup,0.0
229.8,rampup,0.0
234.9,rampup,0.0
240.0,rampup,0.0
245.1,rampup,0.0
250.2,rampup,0.0
255.3,rampup,0.0
260.5,rampup,0.0
265.6,rampup,0.0
270.7,rampup,0.0
275.8,rampup,0.0
280.9,rampup,0.0
286.0,rampup,0.0
291.1,rampup,0.0
296.2,rampup,0.0
301.3,rampup,0.0
306.4,rampup,0.0
311.5,rampup,0.0
316.6,rampup,0.0
321.7,rampup,0.0
326.8,rampup,0.0
331.9,rampup,0.0
337.0,rampup,0.0
342.1,rampup,0.0
347.2,rampup,0.0
352.3,rampup,0.0
357.4,rampup,0.0
362.5,rampup,0.0
367.6,rampup,0.0
372.8,rampup,0.0
377.9,rampup,0.0
383.0,rampup,0.0
388.1,rampup,0.0
393.2,rampup,0.0
398.3,rampup,0.0
403.4,rampup,0.0
408.5,rampup,0.0
413.6,rampup,0.0
418.7,rampup,0.0
423.8,rampup,0.0
428.9,rampup,0.0
434.0,rampup,0.0
439.1,rampup,0.0
444.2,rampup,0.0
449.3,rampup,0.0
454.4,rampup,0.0
459.5,rampup,0.0
464.6,rampup,0.0
469.7,rampup,0.0
474.8,rampup,0.0
479.9,rampup,0.0
485.0,sustained,0.0
490.1,sustained,0.0
495.2,sustained,0.0
500.3,sustained,0.0
505.4,sustained,0.0
510.5,sustained,0.0
515.6,sustained,0.0
520.7,sustained,0.0
525.8,sustained,0.0
530.9,sustained,0.0
536.0,sustained,0.0
541.1,sustained,0.0
546.2,sustained,0.0
551.3,sustained,0.0
556.4,sustained,0.0
561.6,sustained,0.0
566.7,sustained,0.0
571.8,sustained,0.0
576.9,sustained,0.0
582.0,sustained,0.0
587.1,sustained,0.0
592.2,sustained,0.0
597.3,sustained,0.0
602.4,sustained,0.0
607.5,sustained,0.0
612.6,sustained,0.0
617.7,sustained,0.0
622.8,sustained,0.0
627.9,sustained,0.0
633.0,sustained,0.0
638.1,sustained,0.0
643.2,sustained,0.0
648.3,sustained,0.0
653.4,sustained,0.0
838.0,sustained,1.0
843.1,sustained,1.0
848.2,sustained,1.0
853.3,sustained,0.0
858.5,sustained,0.0
863.6,sustained,0.0
868.7,sustained,0.0
873.8,sustained,0.0
879.0,sustained,0.0
884.1,sustained,0.0
889.2,sustained,0.0
894.3,sustained,0.0
899.4,sustained,0.0
904.6,sustained,0.0
909.7,sustained,0.0
914.8,sustained,0.0
919.9,sustained,0.0
925.0,sustained,0.0
930.1,sustained,0.0
935.3,sustained,0.0
940.4,sustained,0.0
945.5,sustained,0.0
950.6,sustained,0.0
955.7,sustained,0.0
960.8,sustained,0.0
965.9,sustained,0.0
971.0,sustained,0.0
976.2,sustained,0.0
981.3,sustained,0.0
986.4,sustained,0.0
991.5,sustained,0.0
996.6,sustained,0.0
1001.7,sustained,0.0
1006.8,sustained,0.0
1011.9,sustained,0.0
1017.0,sustained,0.0
1022.1,sustained,0.0
1027.2,sustained,0.0
1032.3,sustained,0.0
1037.4,sustained,0.0
1042.6,sustained,0.0
1047.7,sustained,0.0
1052.8,sustained,0.0
1057.9,sustained,0.0
1063.0,sustained,0.0
1068.1,sustained,0.0
1073.2,sustained,0.0
1078.3,sustained,0.0
1083.4,sustained,0.0
1088.5,sustained,0.0
1093.6,sustained,0.0
1098.7,sustained,0.0
1103.8,sustained,0.0
1109.0,sustained,0.0
1114.1,sustained,0.0
1119.2,sustained,0.0
1124.3,sustained,0.0
1129.4,sustained,0.0
1134.5,sustained,0.0
1139.6,sustained,0.0
1144.7,sustained,0.0
1149.8,sustained,0.0
1154.9,sustained,0.0
