elapsed_s,phase,cpu_millicores
0.2,rampup,1.0
5.3,rampup,2.0
10.4,rampup,2.0
15.6,rampup,2.0
20.7,rampup,2.0
25.9,rampup,2.0
31.0,rampup,2.0
36.1,rampup,2.0
41.2,rampup,2.0
46.3,rampup,2.0
51.5,rampup,2.0
56.6,rampup,2.0
61.8,rampup,2.0
66.9,rampup,12.0
72.0,rampup,12.0
77.1,rampup,12.0
82.3,rampup,8.0
87.4,rampup,8.0
92.6,rampup,8.0
97.7,rampup,9.0
102.8,rampup,9.0
108.0,rampup,9.0
113.1,rampup,8.0
118.2,rampup,8.0
123.3,rampup,8.0
128.5,rampup,11.0
133.6,rampup,11.0
138.8,rampup,12.0
143.9,rampup,12.0
149.0,rampup,12.0
154.1,rampup,10.0
159.2,rampup,10.0
164.3,rampup,10.0
169.4,rampup,9.0
174.5,rampup,9.0
179.6,rampup,9.0
184.7,rampup,13.0
189.8,rampup,13.0
194.9,rampup,13.0
200.0,rampup,8.0
205.1,rampup,8.0
210.2,rampup,8.0
215.3,rampup,10.0
220.4,rampup,10.0
225.5,rampup,10.0
230.6,rampup,8.0
235.7,rampup,8.0
240.8,rampup,8.0
245.9,rampup,8.0
251.0,rampup,8.0
256.1,rampup,8.0
261.2,rampup,7.0
266.3,rampup,7.0
271.4,rampup,7.0
276.5,rampup,7.0
281.6,rampup,7.0
286.7,rampup,7.0
291.8,rampup,7.0
296.9,rampup,7.0
302.0,rampup,7.0
307.1,rampup,6.0
312.2,rampup,6.0
317.3,rampup,6.0
322.4,rampup,9.0
327.6,rampup,9.0
332.7,rampup,9.0
337.8,rampup,16.0
342.9,rampup,16.0
348.0,rampup,16.0
353.1,rampup,7.0
358.2,rampup,7.0
363.3,rampup,7.0
368.4,rampup,7.0
373.5,rampup,7.0
378.6,rampup,10.0
383.7,rampup,10.0
388.8,rampup,10.0
393.9,rampup,10.0
399.0,rampup,10.0
404.1,rampup,10.0
409.2,rampup,18.0
414.3,rampup,18.0
419.4,rampup,18.0
424.5,rampup,13.0
429.6,rampup,13.0
434.7,rampup,13.0
439.8,rampup,10.0
444.9,rampup,10.0
450.0,rampup,10.0
455.1,rampup,7.0
460.2,rampup,7.0
465.3,rampup,7.0
470.4,rampup,9.0
475.5,rampup,9.0
480.6,sustained,9.0
485.7,sustained,6.0
490.8,sustained,6.0
495.9,sustained,6.0
501.0,sustained,9.0
506.1,sustained,9.0
511.2,sustained,9.0
516.3,sustained,9.0
521.4,sustained,9.0
526.5,sustained,9.0
531.6,sustained,10.0
536.7,sustained,10.0
541.8,sustained,10.0
546.9,sustained,25.0
552.0,sustained,25.0
557.1,sustained,25.0
562.2,sustained,48.0
567.3,sustained,48.0
572.4,sustained,48.0
577.5,sustained,32.0
582.6,sustained,32.0
587.7,sustained,32.0
592.8,sustained,6.0
597.9,sustained,6.0
603.0,sustained,6.0
608.1,sustained,9.0
613.2,sustained,9.0
618.3,sustained,9.0
623.4,sustained,12.0
628.5,sustained,12.0
633.6,sustained,6.0
638.7,sustained,6.0
643.8,sustained,6.0
648.9,sustained,7.0
654.0,sustained,7.0
659.1,sustained,7.0
664.2,sustained,5.0
669.3,sustained,5.0
674.4,sustained,5.0
679.5,sustained,5.0
684.6,sustained,5.0
689.7,sustained,5.0
694.8,sustained,7.0
699.9,sustained,7.0
705.0,sustained,7.0
710.1,sustained,5.0
715.2,sustained,5.0
720.3,sustained,5.0
725.4,sustained,7.0
730.6,sustained,7.0
735.7,sustained,7.0
740.8,sustained,5.0
745.9,sustained,5.0
751.0,sustained,5.0
756.1,sustained,5.0
761.2,sustained,5.0
766.3,sustained,5.0
771.4,sustained,5.0
776.5,sustained,5.0
781.6,sustained,5.0
786.7,sustained,5.0
791.8,sustained,5.0
796.9,sustained,5.0
802.0,sustained,7.0
807.1,sustained,7.0
812.2,sustained,7.0
817.3,sustained,5.0
822.4,sustained,5.0
827.5,sustained,5.0
832.6,sustained,5.0
837.7,sustained,5.0
842.8,sustained,5.0
847.9,sustained,7.0
853.0,sustained,7.0
858.1,sustained,7.0
863.2,sustained,5.0
868.3,sustained,5.0
873.4,sustained,5.0
878.5,sustained,5.0
883.6,sustained,5.0
888.7,sustained,6.0
893.8,sustained,6.0
898.9,sustained,6.0
904.0,sustained,6.0
909.1,sustained,6.0
914.2,sustained,6.0
919.3,sustained,5.0
924.4,sustained,5.0
929.5,sustained,5.0
934.6,sustained,5.0
939.7,sustained,5.0
944.8,sustained,5.0
949.9,sustained,5.0
955.0,sustained,5.0
960.1,sustained,5.0
965.2,sustained,8.0
970.3,sustained,8.0
975.4,sustained,8.0
980.5,sustained,5.0
985.6,sustained,5.0
990.7,sustained,5.0
995.8,sustained,5.0
1000.9,sustained,5.0
1006.1,sustained,5.0
1011.2,sustained,5.0
1016.3,sustained,5.0
1021.4,sustained,5.0
1026.5,sustained,5.0
1031.6,sustained,5.0
1036.7,sustained,5.0
1041.8,sustained,5.0
1046.9,sustained,5.0
1052.0,sustained,5.0
1057.1,sustained,5.0
1062.2,sustained,5.0
1067.3,sustained,5.0
1072.4,sustained,5.0
1077.5,sustained,5.0
1082.6,sustained,5.0
1087.7,sustained,5.0
1092.8,sustained,5.0
1097.9,sustained,5.0
1103.0,sustained,5.0
1108.2,sustained,5.0
1113.3,sustained,5.0
1118.4,sustained,5.0
