elapsed_s,phase,cpu_millicores
0.1,rampup,4.0
5.2,rampup,4.0
10.3,rampup,3.0
15.4,rampup,3.0
20.5,rampup,3.0
25.6,rampup,242.0
30.7,rampup,242.0
35.8,rampup,242.0
40.9,rampup,142.0
46.0,rampup,142.0
51.1,rampup,142.0
56.2,rampup,89.0
61.3,rampup,89.0
66.4,rampup,174.0
71.5,rampup,174.0
76.6,rampup,174.0
81.7,rampup,108.0
86.8,rampup,108.0
91.9,rampup,108.0
97.0,rampup,89.0
102.1,rampup,89.0
107.2,rampup,89.0
112.3,rampup,68.0
117.4,rampup,68.0
122.5,rampup,68.0
127.6,rampup,62.0
132.7,rampup,62.0
137.8,rampup,62.0
142.9,rampup,62.0
148.0,rampup,62.0
153.1,rampup,62.0
158.2,rampup,99.0
163.3,rampup,99.0
168.4,rampup,99.0
173.5,rampup,69.0
178.6,rampup,69.0
183.7,rampup,69.0
188.8,rampup,95.0
193.9,rampup,95.0
199.0,rampup,95.0
204.1,rampup,91.0
209.2,rampup,91.0
214.3,rampup,91.0
219.4,rampup,68.0
224.5,rampup,68.0
229.6,rampup,68.0
234.7,rampup,76.0
239.8,rampup,76.0
244.9,rampup,76.0
250.0,rampup,55.0
255.1,rampup,55.0
260.2,rampup,55.0
265.3,rampup,31.0
270.4,rampup,31.0
275.5,rampup,31.0
280.6,rampup,29.0
285.7,rampup,29.0
290.8,rampup,29.0
295.9,rampup,51.0
301.0,rampup,51.0
306.1,rampup,51.0
311.2,rampup,39.0
316.3,rampup,39.0
321.4,rampup,51.0
326.5,rampup,51.0
331.6,rampup,51.0
336.7,rampup,38.0
341.8,rampup,38.0
346.9,rampup,38.0
352.0,rampup,38.0
357.1,rampup,38.0
362.2,rampup,38.0
367.3,rampup,40.0
372.4,rampup,40.0
377.5,rampup,40.0
382.6,rampup,40.0
387.7,rampup,40.0
392.8,rampup,40.0
397.9,rampup,78.0
403.0,rampup,78.0
408.1,rampup,78.0
413.2,rampup,78.0
418.3,rampup,78.0
423.4,rampup,78.0
428.5,rampup,63.0
433.6,rampup,63.0
438.7,rampup,63.0
443.8,rampup,63.0
448.9,rampup,63.0
454.0,rampup,63.0
459.1,rampup,45.0
464.2,rampup,45.0
469.3,rampup,45.0
474.4,rampup,30.0
479.5,rampup,30.0
484.6,sustained,30.0
489.7,sustained,38.0
494.8,sustained,38.0
499.9,sustained,38.0
505.0,sustained,32.0
510.1,sustained,32.0
515.3,sustained,32.0
520.4,sustained,41.0
525.5,sustained,41.0
530.6,sustained,41.0
535.7,sustained,41.0
540.8,sustained,41.0
545.9,sustained,41.0
551.0,sustained,60.0
556.1,sustained,60.0
561.2,sustained,60.0
566.3,sustained,138.0
571.4,sustained,138.0
576.5,sustained,138.0
581.6,sustained,138.0
586.7,sustained,138.0
591.8,sustained,37.0
596.9,sustained,37.0
602.0,sustained,37.0
607.1,sustained,39.0
612.2,sustained,39.0
617.3,sustained,39.0
622.4,sustained,55.0
627.5,sustained,55.0
632.6,sustained,55.0
637.7,sustained,25.0
642.8,sustained,25.0
647.9,sustained,25.0
653.0,sustained,43.0
658.1,sustained,43.0
663.2,sustained,43.0
668.3,sustained,55.0
673.4,sustained,55.0
678.5,sustained,55.0
683.6,sustained,44.0
688.7,sustained,44.0
693.8,sustained,44.0
698.9,sustained,86.0
704.0,sustained,86.0
709.1,sustained,86.0
714.2,sustained,92.0
719.3,sustained,92.0
724.4,sustained,92.0
729.5,sustained,45.0
734.6,sustained,45.0
739.7,sustained,45.0
744.8,sustained,30.0
749.9,sustained,30.0
755.0,sustained,30.0
760.1,sustained,27.0
765.2,sustained,27.0
770.3,sustained,27.0
775.5,sustained,29.0
780.6,sustained,29.0
785.7,sustained,29.0
790.8,sustained,71.0
795.9,sustained,71.0
801.0,sustained,71.0
806.1,sustained,27.0
