elapsed_s,phase,cpu_millicores
0.1,rampup,549.0
5.2,rampup,549.0
10.3,rampup,23.0
15.4,rampup,23.0
20.5,rampup,23.0
25.6,rampup,279.0
30.7,rampup,279.0
35.8,rampup,279.0
40.9,sustained,710.0
46.0,sustained,710.0
51.1,sustained,710.0
56.2,sustained,836.0
61.3,sustained,836.0
66.5,sustained,836.0
71.6,sustained,925.0
76.7,sustained,925.0
81.8,sustained,925.0
86.9,sustained,910.0
92.0,sustained,910.0
97.1,sustained,910.0
102.2,sustained,920.0
107.3,sustained,920.0
112.5,sustained,920.0
117.6,sustained,1024.0
122.7,sustained,1024.0
127.8,sustained,1024.0
132.9,sustained,916.0
138.1,sustained,916.0
143.2,sustained,876.0
148.3,sustained,876.0
153.4,sustained,876.0
158.6,sustained,899.0
163.7,sustained,899.0
168.8,sustained,899.0
173.9,burst,894.0
179.0,burst,894.0
184.2,burst,894.0
189.3,burst,894.0
194.4,burst,894.0
199.5,burst,894.0
204.6,burst,1149.0
209.7,burst,1149.0
214.8,burst,1149.0
220.0,burst,1208.0
225.1,burst,1208.0
230.2,burst,1208.0
235.3,burst,1210.0
240.4,burst,1210.0
245.5,burst,1210.0
250.6,burst,905.0
255.7,burst,905.0
260.9,burst,905.0
266.0,burst,905.0
