elapsed_s,phase,cpu_millicores
0.1,rampup,5.0
5.2,rampup,5.0
10.3,rampup,3.0
15.4,rampup,3.0
20.5,rampup,3.0
25.6,rampup,6.0
30.7,rampup,6.0
35.8,rampup,6.0
40.9,rampup,3.0
46.0,rampup,3.0
51.1,rampup,3.0
56.2,rampup,5.0
61.4,rampup,5.0
66.5,rampup,5.0
71.6,rampup,6.0
76.7,rampup,6.0
81.8,rampup,6.0
86.9,rampup,7.0
92.0,rampup,7.0
97.1,rampup,7.0
102.2,rampup,3.0
107.3,rampup,3.0
112.4,rampup,3.0
117.5,rampup,4.0
122.6,rampup,4.0
127.7,rampup,4.0
132.9,rampup,3.0
138.0,rampup,3.0
143.1,rampup,4.0
148.2,rampup,4.0
153.3,rampup,4.0
158.4,rampup,4.0
163.5,rampup,4.0
168.6,rampup,4.0
173.7,rampup,4.0
178.8,rampup,4.0
183.9,rampup,4.0
189.0,rampup,3.0
194.1,rampup,3.0
199.2,rampup,3.0
204.3,rampup,4.0
209.4,rampup,4.0
214.5,rampup,4.0
219.7,rampup,3.0
224.8,rampup,3.0
229.9,rampup,3.0
235.0,rampup,3.0
240.1,rampup,3.0
245.2,rampup,3.0
250.3,rampup,3.0
255.4,rampup,3.0
260.5,rampup,3.0
265.6,rampup,4.0
270.7,rampup,4.0
275.8,rampup,4.0
280.9,rampup,3.0
286.0,rampup,3.0
291.1,rampup,3.0
296.2,rampup,3.0
