elapsed_s,phase,cpu_millicores
0.1,rampup,185.0
5.3,rampup,185.0
10.4,rampup,461.0
15.5,rampup,461.0
20.6,rampup,461.0
25.8,rampup,1262.0
30.9,rampup,1262.0
36.0,rampup,1262.0
41.1,sustained,1398.0
46.3,sustained,1398.0
51.4,sustained,1398.0
56.5,sustained,1235.0
61.6,sustained,1235.0
66.7,sustained,1235.0
71.9,sustained,1392.0
77.0,sustained,1392.0
82.1,sustained,1392.0
87.2,sustained,1390.0
92.4,sustained,1390.0
97.5,sustained,1390.0
102.6,sustained,1482.0
107.8,sustained,1482.0
112.9,sustained,1482.0
118.1,sustained,1664.0
123.2,sustained,1664.0
128.3,sustained,1664.0
133.5,sustained,1793.0
138.6,sustained,1793.0
143.8,sustained,1793.0
148.9,sustained,1920.0
154.0,sustained,1920.0
159.2,sustained,1920.0
164.3,sustained,1920.0
169.4,sustained,1920.0
174.6,burst,1921.0
179.7,burst,1921.0
184.9,burst,1921.0
190.0,burst,1937.0
195.1,burst,1937.0
200.3,burst,1937.0
205.4,burst,1923.0
210.5,burst,1923.0
215.7,burst,1923.0
220.8,burst,1924.0
226.0,burst,1924.0
231.1,burst,1924.0
236.2,burst,1924.0
241.4,burst,1924.0
246.5,burst,1924.0
251.6,burst,1913.0
256.7,burst,1913.0
261.8,burst,1913.0
266.9,burst,493.0
