elapsed_s,phase,cpu_millicores
0.1,rampup,1.0
5.3,rampup,1.0
10.4,rampup,1.0
15.5,rampup,1.0
20.7,rampup,1.0
25.8,rampup,1.0
30.9,rampup,1.0
36.0,sustained,5.0
41.2,sustained,5.0
46.3,sustained,5.0
51.4,sustained,13.0
56.6,sustained,13.0
61.7,sustained,13.0
66.8,sustained,14.0
72.0,sustained,14.0
77.1,sustained,14.0
82.2,sustained,15.0
87.4,sustained,15.0
92.5,sustained,15.0
97.6,sustained,14.0
102.7,sustained,14.0
107.9,sustained,14.0
113.0,sustained,14.0
118.1,sustained,14.0
123.2,sustained,13.0
128.3,sustained,13.0
133.4,sustained,13.0
138.5,sustained,12.0
143.6,sustained,12.0
148.7,sustained,12.0
153.8,sustained,12.0
158.9,sustained,12.0
164.0,sustained,12.0
169.1,sustained,13.0
174.2,burst,13.0
179.3,burst,13.0
184.4,burst,16.0
189.5,burst,16.0
194.6,burst,16.0
199.7,burst,26.0
204.8,burst,26.0
209.9,burst,26.0
215.0,burst,24.0
220.1,burst,24.0
225.2,burst,24.0
230.3,burst,22.0
235.4,burst,22.0
240.5,burst,22.0
245.6,burst,22.0
250.7,burst,22.0
255.8,burst,22.0
260.9,burst,22.0
266.0,burst,22.0
